name,rating,reviews,salary,interviews,jobs,benefits
Cybage,3.7,2400.0,17200.0,216.0,28.0,277.0
Straive,3.3,2400.0,10900.0,237.0,43.0,128.0
Axis Direct,3.6,2400.0,4600.0,90.0,46.0,208.0
SBI Securities,3.6,2400.0,7100.0,198.0,90.0,110.0
GVK Emergency Management and Research Institute,3.5,2400.0,4800.0,122.0,56.0,182.0
Endurance Technologies Limited,3.9,2400.0,8100.0,150.0,40.0,252.0
Akums Drugs & Pharmaceuticals Limited,4.2,2400.0,6300.0,341.0,19.0,155.0
JK Tyre,3.9,2400.0,7100.0,231.0,9.0,276.0
Xoriant,4.0,2400.0,11700.0,237.0,64.0,408.0
Star Union Dai-ichi Life Insurance,3.8,2400.0,5400.0,150.0,43.0,106.0
Daikin Airconditioning India Pvt. Ltd.,4.2,2400.0,8100.0,223.0,6.0,165.0
Sobha,3.8,2400.0,8600.0,171.0,45.0,238.0
BNP Paribas,3.7,2400.0,19800.0,228.0,39.0,190.0
Bharat Petroleum,4.2,2400.0,7600.0,192.0,2.0,194.0
KocharTech,3.6,2400.0,3800.0,83.0,21.0,559.0
Panasonic Life Solutions India,3.9,2300.0,7300.0,101.0,18.0,122.0
Lifestyle,4.2,2300.0,6700.0,92.0,22.0,272.0
AWL Agri Business,4.1,2300.0,7200.0,148.0,21.0,191.0
Myntra,3.8,2300.0,10900.0,404.0,8.0,310.0
Eureka Forbes,3.6,2300.0,5800.0,96.0,7.0,229.0
SBI General Insurance,3.5,2300.0,6900.0,138.0,32.0,136.0
Bharti AXA Life Insurance,3.6,2300.0,5300.0,156.0,861.0,172.0
Aditya Birla Group,4.1,2300.0,9700.0,243.0,4.0,246.0
Radisson Hotels,4.0,2300.0,5300.0,110.0,391.0,317.0
Unacademy,3.0,2300.0,10400.0,245.0,10.0,159.0
Torrent Power,4.1,2300.0,8100.0,283.0,67.0,279.0
Renault Nissan Technology & Business Centre India,3.6,2300.0,15400.0,162.0,23.0,215.0
Meesho,3.7,2300.0,10300.0,464.0,32.0,304.0
Cisco,4.1,2300.0,19700.0,430.0,423.0,232.0
Coromandel International,4.0,2300.0,7900.0,131.0,35.0,226.0
Sify Technologies,3.6,2300.0,10200.0,151.0,55.0,161.0
ValueLabs,3.4,2300.0,16600.0,222.0,115.0,274.0
Bank of Baroda,3.6,2300.0,7100.0,131.0,,156.0
Indian Railways,4.2,2300.0,3600.0,117.0,22.0,163.0
Whirlpool,4.0,2300.0,7900.0,123.0,14.0,200.0
Henry Harvin Education,4.0,2300.0,995.0,138.0,34.0,76.0
Manipal Hospitals,4.0,2300.0,7600.0,147.0,60.0,156.0
Lava International,3.9,2200.0,4400.0,95.0,7.0,296.0
Shahi Exports,3.9,2200.0,6800.0,130.0,67.0,229.0
Infinite Computer Solutions,3.2,2200.0,16300.0,188.0,167.0,114.0
Allstate,3.7,2200.0,12200.0,159.0,25.0,192.0
Generali Central Life Insurance,3.5,2200.0,6800.0,123.0,164.0,167.0
Mercedes-Benz Research and Development India,3.5,2200.0,18600.0,212.0,,203.0
Poonawalla Fincorp,3.5,2200.0,6400.0,91.0,1.0,140.0
Saint-Gobain,3.8,2200.0,12300.0,224.0,174.0,265.0
Spark Minda,3.7,2200.0,7600.0,168.0,17.0,52.0
GlaxoSmithKline Pharmaceuticals,4.1,2200.0,6000.0,134.0,28.0,117.0
Nuvoco Vistas,4.1,2200.0,7400.0,140.0,42.0,150.0
FirstCry,3.5,2200.0,9300.0,222.0,5.0,82.0
Jio Platforms,3.4,2200.0,15500.0,275.0,,71.0
CAMS,3.5,2200.0,9300.0,154.0,7.0,58.0
Brakes India,3.8,2200.0,7400.0,110.0,42.0,219.0
Cargill,3.9,2200.0,8800.0,116.0,141.0,159.0
NTT DATA Business Solutions,4.1,2200.0,13600.0,288.0,40.0,39.0
Life Insurance Corporation of India,4.4,2200.0,4500.0,109.0,4.0,233.0
Power Mech Projects,3.8,2200.0,6900.0,127.0,3.0,165.0
upGrad,3.3,2200.0,9700.0,221.0,40.0,135.0
BHEL,4.2,2200.0,5300.0,142.0,53.0,232.0
Kotak Securities,3.4,2200.0,9700.0,151.0,38.0,156.0
Nokia Networks,4.1,2200.0,10300.0,130.0,5.0,13.0
Force Motors,3.7,2200.0,8300.0,151.0,25.0,159.0
Microsoft Corporation,3.8,2200.0,33400.0,644.0,,202.0
CitiusTech,3.0,2200.0,15100.0,328.0,50.0,174.0
"Maruti Suzuki India Limited, Hansalpur",4.3,2200.0,6900.0,245.0,13.0,178.0
Provana,4.1,2200.0,4700.0,283.0,8.0,332.0
EPAM Systems,3.7,2200.0,25900.0,678.0,414.0,149.0
SGS,3.7,2200.0,6800.0,136.0,147.0,193.0
Pfizer,3.9,2200.0,5900.0,92.0,83.0,284.0
IndusInd General Insurance,3.6,2100.0,7100.0,106.0,12.0,134.0
Biological E,4.3,2200.0,7300.0,151.0,40.0,235.0
Morgan Stanley,3.5,2100.0,28900.0,348.0,77.0,166.0
Reliance Trends,4.1,2100.0,4000.0,127.0,,207.0
ITC Hotels,4.0,2100.0,5500.0,110.0,,203.0
K12 Techno Services,3.7,2100.0,5500.0,449.0,342.0,78.0
Delphi TVS,3.8,2100.0,5500.0,104.0,3.0,203.0
Raymond Lifestyle Limited,4.1,2100.0,6100.0,126.0,26.0,234.0
Huawei Technologies,4.1,2100.0,7500.0,120.0,34.0,280.0
Simplex Infrastructures,3.3,2100.0,4200.0,87.0,3.0,281.0
Aditya Birla Health Insurance Co,3.7,2100.0,7600.0,137.0,2.0,103.0
Narayana Health,4.0,2100.0,6400.0,103.0,109.0,152.0
Shadowfax Technologies,3.5,2100.0,8100.0,177.0,58.0,89.0
YASH Technologies,3.6,2100.0,16300.0,182.0,478.0,185.0
Trent,3.8,2100.0,5500.0,114.0,34.0,138.0
Ola Cabs,3.2,2100.0,8800.0,156.0,2.0,213.0
Extramarks Education,3.2,2100.0,7200.0,180.0,8.0,146.0
Haier Appliances India,3.9,2100.0,7300.0,175.0,28.0,178.0
IDBI Bank,3.3,2100.0,6400.0,90.0,,131.0
TELUS Digital,3.5,2100.0,11100.0,152.0,29.0,69.0
Novartis,4.1,2100.0,10800.0,172.0,,235.0
Motherson Automotive Technologies and Engineering,3.7,2000.0,7900.0,166.0,4.0,163.0
Hinduja Leyland Finance,4.3,2000.0,3100.0,533.0,7.0,338.0
Aye Finance,4.1,2000.0,3800.0,109.0,98.0,125.0
R.R. Donnelley,3.6,2000.0,10300.0,130.0,16.0,214.0
Tekwissen,4.9,2000.0,628.0,341.0,277.0,140.0
Schindler,3.9,2000.0,6400.0,127.0,35.0,195.0
Senco Gold,4.4,2000.0,1600.0,634.0,2.0,29.0
AECOM,4.1,2000.0,7300.0,158.0,459.0,251.0
Trident Group,3.4,2000.0,5600.0,161.0,15.0,150.0
Globiva,3.0,2000.0,5500.0,144.0,257.0,87.0
Honeywell Automation,3.8,2000.0,12900.0,143.0,,165.0
Microland,3.5,2000.0,10800.0,156.0,623.0,180.0
V-Guard,4.3,2000.0,4800.0,127.0,51.0,282.0
L&T Energy Hydrocarbon,3.8,2000.0,8400.0,121.0,,204.0
CMS Infosystems,3.5,2000.0,5000.0,84.0,7.0,102.0
HSBC Electronic Data Processing,4.0,2000.0,8200.0,99.0,,8.0
SAP,4.1,2000.0,18600.0,326.0,,282.0
Paisabazaar.com,3.4,2000.0,7100.0,176.0,53.0,106.0
Godrej Properties,3.6,2000.0,9800.0,137.0,,132.0
Aadhar Housing Finance,4.0,2000.0,5200.0,124.0,20.0,111.0
Uflex,3.9,2000.0,6900.0,133.0,63.0,132.0
Crisil,3.5,2000.0,13900.0,216.0,620.0,228.0
Spinny,3.6,2000.0,8100.0,220.0,71.0,108.0
Orchids International School,4.0,2000.0,4000.0,472.0,,129.0
Ninjacart,3.8,2000.0,4800.0,106.0,27.0,126.0
Dr Lal PathLabs,4.2,2000.0,4500.0,199.0,102.0,198.0
Adecco Group,3.9,2000.0,7700.0,128.0,4.0,142.0
HTC Global Services,3.3,2000.0,13600.0,170.0,13.0,113.0
CNH (Case New Holland),3.7,2000.0,6300.0,143.0,14.0,170.0
CSB Bank,3.2,2000.0,7500.0,115.0,1300.0,55.0
Gabriel India Limited,4.0,2000.0,5900.0,136.0,14.0,255.0
Tata Power,3.9,2000.0,8000.0,225.0,20.0,144.0
Iris Software,3.8,2000.0,8400.0,223.0,430.0,285.0
DHL Supply Chain,4.1,2000.0,6400.0,138.0,13.0,138.0
Parle Products,3.9,2000.0,3800.0,133.0,18.0,203.0
Rungta Mines,3.9,2000.0,6400.0,218.0,2.0,74.0
Sammaan Capital Limited,3.7,2000.0,4500.0,57.0,27.0,159.0
NCR Voyix,3.4,2000.0,9600.0,147.0,31.0,177.0
G R Infraprojects,4.1,2000.0,5500.0,169.0,30.0,159.0
ICICI Home Finance,3.8,2000.0,6000.0,106.0,7.0,97.0
Philips,3.8,2000.0,11300.0,186.0,77.0,182.0
NTPC,4.2,2000.0,4500.0,196.0,,195.0
Angel One,3.5,2000.0,8000.0,174.0,51.0,159.0
State Street Syntel,3.7,2000.0,6200.0,81.0,8.0,283.0
Verizon,3.5,2000.0,12400.0,136.0,,214.0
Jindal Saw,4.1,2000.0,7000.0,154.0,51.0,190.0
NeoSOFT,3.2,2000.0,11300.0,309.0,62.0,106.0
Infinx,3.7,2000.0,5600.0,214.0,62.0,79.0
Safexpress,3.9,2000.0,5900.0,135.0,1.0,156.0
Thomson Reuters,3.7,2000.0,11000.0,143.0,98.0,234.0
PI Industries,3.8,2000.0,7100.0,145.0,25.0,177.0
Lucas-TVS,3.8,2000.0,6200.0,102.0,18.0,214.0
Capri Global Capital,3.6,2000.0,4600.0,80.0,27.0,55.0
Google,4.4,1900.0,37600.0,1100.0,404.0,145.0
Polycab Wires,4.0,1900.0,7300.0,138.0,157.0,99.0
Medi Assist India,3.4,1900.0,7500.0,143.0,34.0,152.0
Labmentix,4.5,1900.0,48.0,642.0,,87.0
Hindustan Aeronautics,4.3,1900.0,4500.0,94.0,13.0,179.0
Fusion CX,3.2,1900.0,4600.0,150.0,190.0,99.0
TVS Sundram Fasteners,3.6,1900.0,6800.0,95.0,15.0,212.0
Infra.Market,3.8,1900.0,4000.0,284.0,,26.0
Aragen Life Sciences,3.9,1900.0,6700.0,129.0,4.0,292.0
Digit Insurance,3.5,1900.0,6600.0,243.0,17.0,118.0
Tata Tele Business Services,3.4,1900.0,4500.0,58.0,68.0,271.0
AXA Global Business Services,3.6,1900.0,7300.0,111.0,54.0,176.0
First American (India),3.5,1900.0,9700.0,101.0,74.0,176.0
KENT RO Systems,3.7,1900.0,4200.0,108.0,9.0,109.0
Haldiram Foods International Limited,3.8,1900.0,6300.0,170.0,,113.0
Adani Green Energy,3.9,1900.0,6300.0,169.0,1.0,96.0
Honda Cars,4.3,1900.0,6300.0,120.0,,189.0
Hindustan Petroleum,4.2,1900.0,6200.0,120.0,,138.0
AkzoNobel,4.1,1900.0,4600.0,146.0,32.0,140.0
DIVI'S Laboratories,3.5,1900.0,6900.0,106.0,,172.0
MetLife,3.9,1800.0,9800.0,104.0,95.0,243.0
Air India,3.4,1800.0,8500.0,233.0,58.0,174.0
Innovsource Services,3.9,1800.0,4700.0,81.0,,119.0
Isgec Heavy Engineering,3.8,1800.0,7100.0,150.0,63.0,135.0
Pine Labs,3.2,1800.0,8000.0,145.0,9.0,113.0
Sterling & Wilson,4.1,1800.0,6600.0,92.0,18.0,198.0
USV,4.0,1800.0,5800.0,92.0,31.0,180.0
Reckitt Benckiser,3.9,1800.0,6500.0,107.0,96.0,174.0
Cafe Coffee Day,3.7,1800.0,3800.0,86.0,6.0,169.0
USHA International,4.0,1800.0,4900.0,121.0,21.0,170.0
Annapurna Finance,3.8,1800.0,3800.0,90.0,6.0,131.0
SS&C TECHNOLOGIES,3.2,1800.0,13600.0,206.0,191.0,200.0
Granules India Limited,3.8,1800.0,6600.0,87.0,6.0,173.0
NielsenIQ,3.4,1800.0,11800.0,248.0,26.0,75.0
LivSpace,3.3,1800.0,8300.0,173.0,178.0,93.0
Hitachi Astemo,4.1,1800.0,6800.0,147.0,,132.0
HDFC Securities,3.4,1800.0,6200.0,131.0,50.0,144.0
XBP Global,3.1,1800.0,7600.0,105.0,48.0,85.0
Security and Intelligence Services (India),4.1,1800.0,4700.0,87.0,41.0,129.0
IIFL SAMASTA,3.7,1800.0,3400.0,91.0,2.0,26.0
Bata,3.5,1800.0,4200.0,91.0,4.0,126.0
Kalyan Jewellers,4.4,1800.0,1600.0,94.0,63.0,65.0
TTEC India,3.6,1800.0,5700.0,199.0,9.0,156.0
BVG India,4.1,1800.0,4100.0,179.0,98.0,107.0
Tata Communications Transformation Services,3.8,1800.0,8400.0,101.0,,166.0
Cushman & Wakefield,4.1,1800.0,6900.0,130.0,32.0,144.0
Orange Business,4.1,1800.0,9100.0,121.0,11.0,249.0
Mother Dairy Fruit & Vegetable,4.0,1800.0,5200.0,105.0,4.0,157.0
BT Business,3.9,1800.0,9300.0,90.0,,270.0
Medanta the Medicity,4.0,1800.0,5300.0,147.0,86.0,160.0
Stellar Migration,1.3,1800.0,3.0,2.0,,8.0
Tata 1mg,3.6,1800.0,7500.0,239.0,244.0,116.0
HighRadius,2.4,1800.0,9500.0,217.0,116.0,89.0
Vedantu,3.2,1800.0,7600.0,202.0,22.0,152.0
Metro Cash & Carry,3.9,1700.0,4900.0,78.0,4.0,164.0
Suryoday Small Finance Bank,3.9,1700.0,4700.0,103.0,11.0,107.0
Patanjali Foods,3.7,1700.0,4800.0,114.0,20.0,132.0
Cavinkare,3.9,1700.0,5100.0,73.0,23.0,145.0
Caterpillar Inc,4.1,1700.0,11900.0,214.0,334.0,150.0
Sysnet Global Technologies,3.6,1700.0,4400.0,145.0,19.0,82.0
Shriram Life Insurance,3.5,1700.0,5100.0,123.0,58.0,90.0
FactSet,3.7,1700.0,11000.0,240.0,35.0,193.0
Clover Infotech,3.3,1700.0,12400.0,147.0,209.0,106.0
Dhani Loans and Services,3.9,1700.0,4100.0,72.0,37.0,41.0
Health Care Global Enterprises,4.4,1700.0,2900.0,181.0,144.0,34.0
L.G.Balakrishnan & Bros,3.5,1700.0,6000.0,86.0,2.0,120.0
Indian Navy,4.6,1700.0,3500.0,40.0,,240.0
Future Retail,4.4,1700.0,3500.0,61.0,,230.0
Frankfinn Institute of Air Hostess Training,3.9,1700.0,3200.0,131.0,10.0,171.0
Compass Group Support Services,4.1,1700.0,5800.0,92.0,24.0,145.0
KONE,4.1,1700.0,5900.0,155.0,32.0,205.0
ReNew,4.2,1700.0,6900.0,150.0,79.0,110.0
Yamaha Motor,4.0,1700.0,5400.0,97.0,,168.0
CG Power and Industrial Solutions,3.7,1700.0,6900.0,113.0,,223.0
Toyota Kirloskar Motor,4.3,1700.0,4900.0,91.0,12.0,171.0
NEC,4.1,1700.0,5500.0,81.0,5.0,81.0
Urban Company,3.3,1700.0,7600.0,185.0,114.0,109.0
Vardhman Fabrics,4.0,1700.0,5400.0,92.0,8.0,144.0
Rane (Madras),3.8,1700.0,4700.0,99.0,34.0,165.0
DHL Express,4.0,1700.0,6200.0,80.0,,174.0
MagicBricks,3.9,1700.0,4700.0,350.0,12.0,72.0
Goldman Sachs,3.3,1700.0,21600.0,424.0,200.0,107.0
JSW Bhushan Power & Steel,4.0,1700.0,4700.0,88.0,,178.0
BA Continuum,3.9,1700.0,9800.0,114.0,,292.0
Matrimony.com,3.9,1700.0,4400.0,123.0,34.0,83.0
Veritas Finance,4.2,1700.0,2200.0,93.0,,40.0
Krishna Maruti,3.8,1700.0,5300.0,144.0,11.0,129.0
Belrise Industries,3.7,1700.0,6200.0,109.0,9.0,96.0
Coronis Ajuba Solutions,3.9,1700.0,5900.0,95.0,10.0,145.0
Procter & Gamble,4.0,1700.0,5900.0,138.0,27.0,162.0
mPokket,4.5,1700.0,1800.0,425.0,3.0,51.0
CMA CGM,4.0,1700.0,8000.0,106.0,38.0,211.0
Godrej Industries Group,3.9,1700.0,3200.0,159.0,,168.0
Arvind Group,4.0,1700.0,5500.0,89.0,34.0,294.0
Satin Creditcare Network,4.0,1700.0,3200.0,71.0,7.0,131.0
Dixon Technologies,3.9,1700.0,5900.0,158.0,27.0,125.0
Johnson & Johnson,3.9,1700.0,6000.0,118.0,91.0,182.0
Marico,3.8,1700.0,5900.0,114.0,44.0,166.0
Teva Pharmaceuticals,3.9,1700.0,5900.0,122.0,6.0,192.0
Wipro Enterprises Ltd,3.7,1700.0,8500.0,215.0,2.0,445.0
Sanofi,4.0,1600.0,6300.0,110.0,59.0,173.0
Chegg,4.1,1600.0,4000.0,167.0,17.0,86.0
Welspun Living Limited,3.9,1600.0,5200.0,94.0,,154.0
IndiaFirst Life Insurance,3.8,1600.0,4100.0,87.0,36.0,109.0
iOPEX Technologies,3.1,1600.0,6400.0,95.0,29.0,517.0
Relaxo Footwear,4.0,1600.0,4700.0,120.0,32.0,154.0
HERE Technologies,3.7,1600.0,7700.0,114.0,7.0,285.0
Hero Motors Company,3.9,1600.0,6300.0,102.0,4.0,118.0
Troikaa Pharmaceuticals,4.4,1600.0,4000.0,166.0,17.0,190.0
Asahi India Glass,3.8,1600.0,5600.0,119.0,1.0,139.0
Tata Play,4.0,1600.0,4400.0,90.0,1.0,176.0
Supreme Industries,4.0,1600.0,5900.0,102.0,,119.0
Emami,3.8,1600.0,5400.0,109.0,8.0,138.0
Cemindia Projects,4.2,1600.0,3600.0,95.0,5.0,140.0
ZF Commercial Vehicle Control Systems,3.8,1600.0,3900.0,86.0,4.0,11.0
SHYAM METALICS AND ENERGY,3.4,1600.0,5200.0,162.0,119.0,54.0
Broadridge Financial Solutions,3.8,1600.0,11300.0,165.0,84.0,140.0
Lumax Industries,3.9,1600.0,5900.0,111.0,37.0,133.0
Kotak Mahindra Prime,3.9,1600.0,5300.0,76.0,,65.0
Tata Consumer Products,3.5,1600.0,6500.0,108.0,1.0,98.0
Wockhardt,3.8,1600.0,4200.0,67.0,23.0,183.0
KFC,4.0,1600.0,3000.0,89.0,1.0,150.0
Mercer,3.6,1600.0,10000.0,99.0,,211.0
Amul India,4.0,1600.0,4400.0,166.0,1.0,15.0
Bisleri,4.2,1600.0,4500.0,129.0,15.0,141.0
Karur Vysya Bank,3.5,1600.0,5300.0,112.0,13.0,63.0
Muthoot Microfin,4.2,1600.0,2600.0,86.0,13.0,68.0
Marriott International,4.1,1600.0,4700.0,109.0,1900.0,188.0
IFB,3.5,1600.0,5700.0,126.0,23.0,62.0
Patra India,3.5,1600.0,6600.0,124.0,4.0,87.0
PharmEasy,3.7,1600.0,6400.0,122.0,4.0,149.0
Gujarat Fluorochemicals,3.9,1600.0,6900.0,111.0,6.0,132.0
Bajaj Capital,3.5,1600.0,4000.0,170.0,87.0,101.0
Suguna Foods,3.9,1600.0,4200.0,97.0,23.0,130.0
Steel Strips Wheels,3.7,1600.0,5700.0,89.0,14.0,125.0
GE VERNOVA,4.1,1600.0,5900.0,116.0,8.0,18.0
Canara Bank,3.6,1600.0,4100.0,53.0,,97.0
Chetu,3.8,1600.0,7400.0,238.0,3.0,148.0
Honda,4.1,1600.0,3700.0,115.0,17.0,195.0
Dainik Bhaskar Group,4.1,1600.0,4500.0,87.0,67.0,148.0
Piramal Pharma,3.9,1600.0,7100.0,136.0,44.0,117.0
Evalueserve,3.0,1600.0,10600.0,143.0,56.0,135.0
Sonata Software,3.4,1600.0,12300.0,149.0,135.0,93.0
XL Dynamics,3.7,1600.0,3600.0,98.0,20.0,196.0
Tanishq,4.2,1600.0,3200.0,124.0,,80.0
SAI Life Sciences,3.9,1600.0,6200.0,111.0,52.0,136.0
GMR Group,3.9,1500.0,4800.0,110.0,,194.0
Page Industries,4.1,1500.0,5100.0,78.0,6.0,110.0
Tesco,3.6,1500.0,9500.0,152.0,65.0,194.0
Nayara Energy,4.2,1500.0,5900.0,97.0,7.0,170.0
PNB Housing Finance,3.6,1500.0,5000.0,58.0,11.0,88.0
Airtel Payments Bank,3.8,1500.0,5500.0,128.0,39.0,104.0
Wheelseye Technology,3.4,1500.0,4100.0,126.0,26.0,96.0
Oracle Cerner,3.3,1500.0,9800.0,172.0,,257.0
QualityKiosk Technologies,3.2,1500.0,11800.0,168.0,214.0,102.0
American Broadcasting Company,4.0,1500.0,38000.0,605.0,4.0,9.0
Acuity Analytics,3.1,1500.0,13500.0,189.0,244.0,85.0
Amneal Pharmaceuticals,4.2,1500.0,6500.0,87.0,60.0,149.0
SBFC Finance,3.8,1500.0,3000.0,105.0,90.0,54.0
Devyani International,3.7,1500.0,3600.0,74.0,9.0,115.0
V5 Global Services,3.8,1500.0,3800.0,95.0,8.0,69.0
Ashoka Buildcon,4.1,1500.0,4100.0,83.0,7.0,132.0
Gland Pharma,3.9,1500.0,6000.0,94.0,16.0,130.0
Heritage Foods,4.0,1500.0,3800.0,109.0,45.0,147.0
Valeo,3.9,1500.0,8200.0,109.0,167.0,131.0
Daimler India Commercial Vehicles,3.9,1500.0,6800.0,79.0,,183.0
Happiest Minds Technologies,3.4,1500.0,13100.0,156.0,549.0,96.0
City Union Bank,2.9,1500.0,5800.0,134.0,10.0,78.0
ALTEN,3.5,1500.0,8900.0,172.0,119.0,75.0
Altimetrik,3.4,1500.0,13200.0,302.0,241.0,120.0
VOIS,3.7,1500.0,9500.0,188.0,35.0,31.0
ISS Facility Services,4.0,1500.0,4300.0,71.0,25.0,133.0
Apco Infratech,3.8,1500.0,4400.0,145.0,18.0,115.0
Indoco Remedies,3.4,1500.0,5800.0,95.0,30.0,110.0
Max Fashion,4.0,1500.0,3500.0,78.0,15.0,169.0
Apexon,3.2,1500.0,9800.0,178.0,92.0,47.0
Jaquar,4.1,1500.0,5300.0,92.0,67.0,129.0
HCL Infosystems,4.0,1500.0,6300.0,144.0,,228.0
Aon,3.8,1500.0,6700.0,96.0,69.0,215.0
Chandigarh University,4.2,1500.0,2800.0,111.0,58.0,48.0
Aumovio,3.7,1500.0,9500.0,83.0,18.0,139.0
Honeywell Technology Solutions,3.7,1500.0,11300.0,166.0,,205.0
Bharat Forge,3.7,1500.0,6600.0,80.0,7.0,125.0
Fusion Finance,3.9,1500.0,3400.0,63.0,2.0,80.0
NIIT,3.4,1500.0,6000.0,109.0,21.0,160.0
Oberoi Group of Hotels,4.0,1500.0,3800.0,97.0,,232.0
Morningstar,3.7,1500.0,10700.0,272.0,57.0,132.0
R Systems International,3.8,1500.0,7800.0,193.0,47.0,146.0
Amara Raja Energy & Mobility,4.0,1500.0,4300.0,118.0,,117.0
Indegene,3.2,1500.0,10100.0,179.0,31.0,134.0
CIE Automotive India Limited (Formerly known as Mahindra CIE Automotive Limited),3.6,1500.0,5100.0,94.0,21.0,12.0
Narayana Educational Society,3.6,1500.0,4100.0,70.0,3.0,119.0
Hyatt Regency,4.1,1500.0,3100.0,64.0,2.0,198.0
Taurus BPO Services,4.0,1500.0,1000.0,35.0,2.0,498.0
MedPlus,3.5,1500.0,4600.0,116.0,48.0,68.0
AB InBev India,3.3,1500.0,8000.0,121.0,74.0,145.0
Aerial Telecom Solutions,4.1,1500.0,2400.0,128.0,25.0,71.0
Nykaa,3.4,1500.0,7200.0,164.0,33.0,63.0
Sony,4.1,1500.0,4700.0,94.0,2.0,189.0
Vfs Global Services,3.4,1500.0,4400.0,75.0,15.0,123.0
TEKsystems,3.1,1500.0,11600.0,141.0,38.0,79.0
Tieto,4.1,1500.0,9400.0,109.0,9.0,118.0
DCM Shriram,4.1,1500.0,5200.0,115.0,25.0,119.0
Sansera Engineering,4.0,1500.0,5700.0,99.0,1.0,116.0
Citco,3.1,1400.0,10300.0,173.0,123.0,58.0
Eaton,3.9,1400.0,8500.0,156.0,9.0,129.0
TÜV SÜD,4.0,1400.0,3900.0,110.0,18.0,117.0
Adobe,3.7,1400.0,13800.0,278.0,214.0,156.0
Hire In Global,4.9,1400.0,8.0,304.0,,36.0
Kantar,3.4,1400.0,7000.0,120.0,,81.0
Agilus Diagnostics,4.1,1400.0,3400.0,86.0,14.0,130.0
J. Kumar Infraprojects,4.1,1400.0,4400.0,97.0,4.0,115.0
Acmegrade,3.9,1400.0,293.0,69.0,2.0,1.0
JSW Cement,4.0,1400.0,4500.0,145.0,18.0,119.0
Slk Software Services,3.2,1400.0,9300.0,115.0,,88.0
AtkinsRealis,3.7,1400.0,6300.0,115.0,437.0,99.0
Unisys,3.4,1400.0,10200.0,82.0,27.0,152.0
Xiaomi,3.7,1400.0,5600.0,113.0,6.0,129.0
Tenarai,3.5,1400.0,11100.0,141.0,65.0,126.0
Oracle Financial Services Software,3.2,1400.0,10400.0,205.0,,188.0
VLCC,3.2,1400.0,3400.0,55.0,43.0,94.0
Rashmi Metaliks,3.1,1400.0,5000.0,120.0,9.0,64.0
EOSGlobe,3.0,1400.0,4000.0,91.0,7.0,82.0
FedEx Express,4.0,1400.0,5400.0,117.0,126.0,190.0
Tata Group,4.2,1400.0,5700.0,386.0,,143.0
The Muthoot Group,3.6,1400.0,3500.0,85.0,,216.0
Sunknowledge Services,3.4,1400.0,4000.0,110.0,17.0,213.0
Fino Payments Bank,3.7,1400.0,4000.0,65.0,9.0,103.0
iMerit,3.2,1400.0,6000.0,122.0,12.0,106.0
Novo Nordisk,3.6,1400.0,6700.0,101.0,190.0,137.0
Worley,4.1,1400.0,7600.0,141.0,137.0,120.0
Incedo,2.9,1400.0,10800.0,213.0,66.0,118.0
Bajaj Housing Finance,3.5,1400.0,6000.0,75.0,80.0,57.0
Amity University,3.5,1400.0,5200.0,119.0,6.0,123.0
Sharekhan,3.7,1400.0,5300.0,100.0,117.0,117.0
IDC Technologies,3.1,1400.0,6800.0,76.0,,45.0
INDIUM,3.9,1400.0,7300.0,268.0,26.0,53.0
NetAmbit,4.0,1400.0,3100.0,190.0,4.0,61.0
The Ramco Cements,4.0,1400.0,4600.0,549.0,12.0,105.0
TE Connectivity,4.1,1400.0,7800.0,103.0,203.0,160.0
Grant Thornton,3.3,1400.0,12000.0,121.0,291.0,88.0
TCS iON,3.8,1400.0,4100.0,412.0,,172.0
Iffco Tokio General Insurance Co.,3.8,1400.0,4200.0,53.0,,107.0
Unichem Laboratories,3.7,1400.0,5200.0,98.0,43.0,39.0
Paytm Payments Bank,3.8,1400.0,5500.0,144.0,,102.0
Viraj Profiles,4.1,1400.0,4500.0,102.0,12.0,158.0
Faurecia,3.9,1400.0,6000.0,72.0,25.0,187.0
Aforeserve,3.4,1400.0,3600.0,93.0,15.0,84.0
Brillio,3.4,1400.0,11100.0,144.0,10.0,83.0
CenturyPly,3.8,1400.0,4600.0,107.0,26.0,63.0
ZF Steering Gear,3.7,1400.0,7600.0,63.0,17.0,100.0
Burger King,4.0,1400.0,3600.0,105.0,,137.0
Bharat FIH,3.7,1400.0,5200.0,92.0,,129.0
SK Finance Limited,3.8,1400.0,3900.0,94.0,,27.0
CreditAccess Grameen,3.9,1400.0,2700.0,57.0,14.0,63.0
Aptara,3.1,1400.0,6400.0,80.0,18.0,115.0
Hindware Limited,3.9,1400.0,4600.0,91.0,8.0,132.0
FDC,3.7,1400.0,3800.0,71.0,30.0,87.0
More Supermarket,3.7,1400.0,4100.0,97.0,46.0,60.0
GEP Worldwide,3.6,1400.0,9600.0,159.0,11.0,132.0
Globant,3.3,1400.0,10800.0,210.0,93.0,110.0
Baroda Global Shared Services,3.9,1400.0,3100.0,137.0,37.0,38.0
RBL FinServe,3.9,1400.0,3100.0,72.0,6.0,79.0
Sheenlac Paints,4.1,1400.0,1800.0,212.0,2.0,47.0
Hatsun Agro Product,3.8,1400.0,4900.0,86.0,14.0,98.0
NxtWave,3.5,1400.0,3700.0,295.0,200.0,24.0
OM Logistics,3.9,1400.0,4000.0,98.0,2.0,110.0
